cod_municipio,cod_grande_reg,cod_unidade_fed,nome_grande_reg,nome_unidade_fed,nome_municipio,pib,pib_per_capita
3302056,3,33,Sudeste     ,Rio de Janeiro     ,Italva                                  ,330552.477        ,22567.93          
3302106,3,33,Sudeste     ,Rio de Janeiro     ,Itaocara                                ,502289.397        ,22092.25          
3302205,3,33,Sudeste     ,Rio de Janeiro     ,Itaperuna                               ,2519720.139       ,25322.80          
3302254,3,33,Sudeste     ,Rio de Janeiro     ,Itatiaia                                ,3604719.175       ,118284.47         
3302270,3,33,Sudeste     ,Rio de Janeiro     ,Japeri                                  ,1293083.951       ,12858.57          
3302304,3,33,Sudeste     ,Rio de Janeiro     ,Laje do Muriaé                          ,132345.781        ,18236.98          
3302403,3,33,Sudeste     ,Rio de Janeiro     ,Macaé                                   ,17571148.197      ,73374.85          
3302452,3,33,Sudeste     ,Rio de Janeiro     ,Macuco                                  ,153751.034        ,28383.06          
3302502,3,33,Sudeste     ,Rio de Janeiro     ,Magé                                    ,3684859.853       ,15592.74          
3302601,3,33,Sudeste     ,Rio de Janeiro     ,Mangaratiba                             ,3852889.755       ,92713.38          
3302700,3,33,Sudeste     ,Rio de Janeiro     ,Maricá                                  ,5854082.235       ,39059.50          
3302809,3,33,Sudeste     ,Rio de Janeiro     ,Mendes                                  ,292162.301        ,16131.76          
3302858,3,33,Sudeste     ,Rio de Janeiro     ,Mesquita                                ,2287034.631       ,13372.91          
3302908,3,33,Sudeste     ,Rio de Janeiro     ,Miguel Pereira                          ,681749.611        ,27429.07          
3303005,3,33,Sudeste     ,Rio de Janeiro     ,Miracema                                ,473870.902        ,17810.01          
3303104,3,33,Sudeste     ,Rio de Janeiro     ,Natividade                              ,250927.595        ,16744.13          
3303203,3,33,Sudeste     ,Rio de Janeiro     ,Nilópolis                               ,2541271.827       ,16051.59          
3303302,3,33,Sudeste     ,Rio de Janeiro     ,Niterói                                 ,23019308.800      ,46234.37          
3303401,3,33,Sudeste     ,Rio de Janeiro     ,Nova Friburgo                           ,4802421.132       ,25944.73          
3303500,3,33,Sudeste     ,Rio de Janeiro     ,Nova Iguaçu                             ,16068661.734      ,20150.43          
3303609,3,33,Sudeste     ,Rio de Janeiro     ,Paracambi                               ,959698.852        ,19166.76          
3303708,3,33,Sudeste     ,Rio de Janeiro     ,Paraíba do Sul                          ,898723.631        ,21029.17          
3303807,3,33,Sudeste     ,Rio de Janeiro     ,Paraty                                  ,1252001.064       ,30555.24          
3303856,3,33,Sudeste     ,Rio de Janeiro     ,Paty do Alferes                         ,497391.747        ,18463.63          
3303906,3,33,Sudeste     ,Rio de Janeiro     ,Petrópolis                              ,12693830.212      ,42574.17          
3303955,3,33,Sudeste     ,Rio de Janeiro     ,Pinheiral                               ,382103.434        ,15870.72          
3304003,3,33,Sudeste     ,Rio de Janeiro     ,Piraí                                   ,1981324.647       ,70539.90          
3304102,3,33,Sudeste     ,Rio de Janeiro     ,Porciúncula                             ,317557.737        ,17490.51          
3304110,3,33,Sudeste     ,Rio de Janeiro     ,Porto Real                              ,2555768.184       ,137762.41         
3304128,3,33,Sudeste     ,Rio de Janeiro     ,Quatis                                  ,248237.215        ,18164.58          
3304144,3,33,Sudeste     ,Rio de Janeiro     ,Queimados                               ,4668405.352       ,32301.71          
3304151,3,33,Sudeste     ,Rio de Janeiro     ,Quissamã                                ,995114.741        ,43031.99          
3304201,3,33,Sudeste     ,Rio de Janeiro     ,Resende                                 ,6332463.377       ,50224.16          
3304300,3,33,Sudeste     ,Rio de Janeiro     ,Rio Bonito                              ,1543307.595       ,26625.74          
3304409,3,33,Sudeste     ,Rio de Janeiro     ,Rio Claro                               ,334234.923        ,18724.65          
3304508,3,33,Sudeste     ,Rio de Janeiro     ,Rio das Flores                          ,256668.225        ,28700.46          
3304524,3,33,Sudeste     ,Rio de Janeiro     ,Rio das Ostras                          ,4888905.393       ,35783.13          
3304557,3,33,Sudeste     ,Rio de Janeiro     ,Rio de Janeiro                          ,328440481.384     ,50538.35          
3304607,3,33,Sudeste     ,Rio de Janeiro     ,Santa Maria Madalena                    ,168831.584        ,16555.36          
3304706,3,33,Sudeste     ,Rio de Janeiro     ,Santo Antônio de Pádua                  ,1077168.633       ,26115.71          
3304755,3,33,Sudeste     ,Rio de Janeiro     ,São Francisco de Itabapoana             ,956780.276        ,23200.30          
3304805,3,33,Sudeste     ,Rio de Janeiro     ,São Fidélis                             ,729989.322        ,19365.17          
3304904,3,33,Sudeste     ,Rio de Janeiro     ,São Gonçalo                             ,16903509.590      ,16190.20          
3305000,3,33,Sudeste     ,Rio de Janeiro     ,São João da Barra                       ,3890154.695       ,111516.88         
3305109,3,33,Sudeste     ,Rio de Janeiro     ,São João de Meriti                      ,9405813.855       ,20423.40          
3305133,3,33,Sudeste     ,Rio de Janeiro     ,São José de Ubá                         ,182163.720        ,25174.64          
3305158,3,33,Sudeste     ,Rio de Janeiro     ,São José do Vale do Rio Preto           ,452906.229        ,21549.52          
3305208,3,33,Sudeste     ,Rio de Janeiro     ,São Pedro da Aldeia                     ,2036819.627       ,20684.67          
3305307,3,33,Sudeste     ,Rio de Janeiro     ,São Sebastião do Alto                   ,188591.871        ,20781.47          
3305406,3,33,Sudeste     ,Rio de Janeiro     ,Sapucaia                                ,827312.035        ,46995.68          
3305505,3,33,Sudeste     ,Rio de Janeiro     ,Saquarema                               ,2188281.365       ,26128.73          
3305554,3,33,Sudeste     ,Rio de Janeiro     ,Seropédica                              ,2214093.049       ,26463.16          
3305604,3,33,Sudeste     ,Rio de Janeiro     ,Silva Jardim                            ,403120.631        ,18944.53          
3305703,3,33,Sudeste     ,Rio de Janeiro     ,Sumidouro                               ,370863.447        ,24474.59          
3305752,3,33,Sudeste     ,Rio de Janeiro     ,Tanguá                                  ,561761.372        ,17177.67          
3305802,3,33,Sudeste     ,Rio de Janeiro     ,Teresópolis                             ,5239125.415       ,30008.68          
3305901,3,33,Sudeste     ,Rio de Janeiro     ,Trajano de Moraes                       ,189257.184        ,18283.95          
3306008,3,33,Sudeste     ,Rio de Janeiro     ,Três Rios                               ,3638040.706       ,45917.46          
3306107,3,33,Sudeste     ,Rio de Janeiro     ,Valença                                 ,2010736.052       ,27173.21          
3306156,3,33,Sudeste     ,Rio de Janeiro     ,Varre-Sai                               ,156568.763        ,14911.31          
3306206,3,33,Sudeste     ,Rio de Janeiro     ,Vassouras                               ,961891.907        ,27002.75          
3306305,3,33,Sudeste     ,Rio de Janeiro     ,Volta Redonda                           ,10435922.787      ,39581.14          
3300100,3,33,Sudeste     ,Rio de Janeiro     ,Angra dos Reis                          ,10106294.594      ,51928.61          
3300159,3,33,Sudeste     ,Rio de Janeiro     ,Aperibé                                 ,171697.200        ,15205.21          
3300209,3,33,Sudeste     ,Rio de Janeiro     ,Araruama                                ,2515122.678       ,19844.43          
3300225,3,33,Sudeste     ,Rio de Janeiro     ,Areal                                   ,325725.878        ,26824.17          
3300233,3,33,Sudeste     ,Rio de Janeiro     ,Armação dos Búzios                      ,1713498.726       ,53115.27          
3300258,3,33,Sudeste     ,Rio de Janeiro     ,Arraial do Cabo                         ,724387.915        ,24719.76          
3300308,3,33,Sudeste     ,Rio de Janeiro     ,Barra do Piraí                          ,2014882.724       ,20673.95          
3300407,3,33,Sudeste     ,Rio de Janeiro     ,Barra Mansa                             ,4884834.255       ,27220.99          
3300456,3,33,Sudeste     ,Rio de Janeiro     ,Belford Roxo                            ,8189053.454       ,16517.41          
3300506,3,33,Sudeste     ,Rio de Janeiro     ,Bom Jardim                              ,654386.845        ,24632.49          
3300605,3,33,Sudeste     ,Rio de Janeiro     ,Bom Jesus do Itabapoana                 ,728093.303        ,20186.68          
3300704,3,33,Sudeste     ,Rio de Janeiro     ,Cabo Frio                               ,8600620.437       ,39812.16          
3300803,3,33,Sudeste     ,Rio de Janeiro     ,Cachoeiras de Macacu                    ,966054.566        ,16934.07          
3300902,3,33,Sudeste     ,Rio de Janeiro     ,Cambuci                                 ,317612.551        ,21000.57          
3300936,3,33,Sudeste     ,Rio de Janeiro     ,Carapebus                               ,368298.906        ,23657.43          
3300951,3,33,Sudeste     ,Rio de Janeiro     ,Comendador Levy Gasparian               ,361375.079        ,43351.14          
3301009,3,33,Sudeste     ,Rio de Janeiro     ,Campos dos Goytacazes                   ,21110490.159      ,43057.33          
3301108,3,33,Sudeste     ,Rio de Janeiro     ,Cantagalo                               ,681590.488        ,34603.77          
3301157,3,33,Sudeste     ,Rio de Janeiro     ,Cardoso Moreira                         ,320019.910        ,25562.74          
3301207,3,33,Sudeste     ,Rio de Janeiro     ,Carmo                                   ,416980.195        ,22830.72          
3301306,3,33,Sudeste     ,Rio de Janeiro     ,Casimiro de Abreu                       ,1371160.532       ,32647.46          
3301405,3,33,Sudeste     ,Rio de Janeiro     ,Conceição de Macabu                     ,321641.065        ,14319.98          
3301504,3,33,Sudeste     ,Rio de Janeiro     ,Cordeiro                                ,463596.537        ,21816.31          
3301603,3,33,Sudeste     ,Rio de Janeiro     ,Duas Barras                             ,194383.824        ,17403.87          
3301702,3,33,Sudeste     ,Rio de Janeiro     ,Duque de Caxias                         ,40904755.775      ,45908.97          
3301801,3,33,Sudeste     ,Rio de Janeiro     ,Engenheiro Paulo de Frontin             ,248267.996        ,18287.27          
3301850,3,33,Sudeste     ,Rio de Janeiro     ,Guapimirim                              ,921105.469        ,15902.79          
3301876,3,33,Sudeste     ,Rio de Janeiro     ,Iguaba Grande                           ,462238.099        ,17160.61          
3301900,3,33,Sudeste     ,Rio de Janeiro     ,Itaboraí                                ,4186706.421       ,18015.55          
3302007,3,33,Sudeste     ,Rio de Janeiro     ,Itaguaí                                 ,7568805.244       ,61852.31          
3302056,3,33,Sudeste     ,Rio de Janeiro     ,Italva                                  ,327527.679        ,22245.99          
3302106,3,33,Sudeste     ,Rio de Janeiro     ,Itaocara                                ,503243.702        ,22175.19          
3302205,3,33,Sudeste     ,Rio de Janeiro     ,Itaperuna                               ,2705960.357       ,27060.42          
3302254,3,33,Sudeste     ,Rio de Janeiro     ,Itatiaia                                ,4363453.489       ,142118.15         
3302270,3,33,Sudeste     ,Rio de Janeiro     ,Japeri                                  ,1615655.699       ,15959.14          
3302304,3,33,Sudeste     ,Rio de Janeiro     ,Laje do Muriaé                          ,133935.375        ,18558.32          
3302403,3,33,Sudeste     ,Rio de Janeiro     ,Macaé                                   ,15378420.457      ,62990.43          
3302452,3,33,Sudeste     ,Rio de Janeiro     ,Macuco                                  ,160915.363        ,29612.69          
3302502,3,33,Sudeste     ,Rio de Janeiro     ,Magé                                    ,3856683.644       ,16244.14          
3302601,3,33,Sudeste     ,Rio de Janeiro     ,Mangaratiba                             ,3601508.707       ,84911.20          
3302700,3,33,Sudeste     ,Rio de Janeiro     ,Maricá                                  ,11456251.358      ,74873.54          
3302809,3,33,Sudeste     ,Rio de Janeiro     ,Mendes                                  ,299499.255        ,16525.92          
3302858,3,33,Sudeste     ,Rio de Janeiro     ,Mesquita                                ,2313400.387       ,13506.54          
3302908,3,33,Sudeste     ,Rio de Janeiro     ,Miguel Pereira                          ,654040.985        ,26297.33          
3303005,3,33,Sudeste     ,Rio de Janeiro     ,Miracema                                ,490112.579        ,18459.29          
3303104,3,33,Sudeste     ,Rio de Janeiro     ,Natividade                              ,246255.678        ,16460.94          
3303203,3,33,Sudeste     ,Rio de Janeiro     ,Nilópolis                               ,2644230.763       ,16700.86          
3303302,3,33,Sudeste     ,Rio de Janeiro     ,Niterói                                 ,27489575.854      ,55086.24          
3303401,3,33,Sudeste     ,Rio de Janeiro     ,Nova Friburgo                           ,5015568.844       ,27055.46          
3303500,3,33,Sudeste     ,Rio de Janeiro     ,Nova Iguaçu                             ,16836918.719      ,21081.80          
3303609,3,33,Sudeste     ,Rio de Janeiro     ,Paracambi                               ,893119.942        ,17704.12          
3303708,3,33,Sudeste     ,Rio de Janeiro     ,Paraíba do Sul                          ,931266.050        ,21696.71          
3303807,3,33,Sudeste     ,Rio de Janeiro     ,Paraty                                  ,1591755.358       ,38398.11          
3303856,3,33,Sudeste     ,Rio de Janeiro     ,Paty do Alferes                         ,534907.955        ,19818.01          
3303906,3,33,Sudeste     ,Rio de Janeiro     ,Petrópolis                              ,12817938.750      ,42979.32          
3303955,3,33,Sudeste     ,Rio de Janeiro     ,Pinheiral                               ,409247.290        ,16853.94          
3304003,3,33,Sudeste     ,Rio de Janeiro     ,Piraí                                   ,1858360.242       ,65847.93          
3304102,3,33,Sudeste     ,Rio de Janeiro     ,Porciúncula                             ,334101.664        ,18308.95          
3304110,3,33,Sudeste     ,Rio de Janeiro     ,Porto Real                              ,2858922.456       ,151836.13         
3304128,3,33,Sudeste     ,Rio de Janeiro     ,Quatis                                  ,255483.951        ,18533.47          
3304144,3,33,Sudeste     ,Rio de Janeiro     ,Queimados                               ,3704985.374       ,25483.78          
3304151,3,33,Sudeste     ,Rio de Janeiro     ,Quissamã                                ,1445640.218       ,61425.12          
3304201,3,33,Sudeste     ,Rio de Janeiro     ,Resende                                 ,7735583.193       ,60947.06          
3304300,3,33,Sudeste     ,Rio de Janeiro     ,Rio Bonito                              ,1600885.881       ,27472.64          
3304409,3,33,Sudeste     ,Rio de Janeiro     ,Rio Claro                               ,359020.519        ,19958.89          
3304508,3,33,Sudeste     ,Rio de Janeiro     ,Rio das Flores                          ,243837.672        ,27141.33          
3304524,3,33,Sudeste     ,Rio de Janeiro     ,Rio das Ostras                          ,5602588.592       ,39701.73          
3304557,3,33,Sudeste     ,Rio de Janeiro     ,Rio de Janeiro                          ,337675255.222     ,51788.57          
3304607,3,33,Sudeste     ,Rio de Janeiro     ,Santa Maria Madalena                    ,173484.399        ,17055.09          
3304706,3,33,Sudeste     ,Rio de Janeiro     ,Santo Antônio de Pádua                  ,1049780.432       ,25411.03          
3304755,3,33,Sudeste     ,Rio de Janeiro     ,São Francisco de Itabapoana             ,939797.406        ,22815.60          
3304805,3,33,Sudeste     ,Rio de Janeiro     ,São Fidélis                             ,669862.142        ,17773.41          
3304904,3,33,Sudeste     ,Rio de Janeiro     ,São Gonçalo                             ,17228897.160      ,16411.19          
3305000,3,33,Sudeste     ,Rio de Janeiro     ,São João da Barra                       ,4693339.588       ,133432.07         
3305109,3,33,Sudeste     ,Rio de Janeiro     ,São João de Meriti                      ,9196061.347       ,19971.42          
3305133,3,33,Sudeste     ,Rio de Janeiro     ,São José de Ubá                         ,159812.174        ,22984.64          
3305158,3,33,Sudeste     ,Rio de Janeiro     ,São José do Vale do Rio Preto           ,452015.094        ,21408.31          
3305208,3,33,Sudeste     ,Rio de Janeiro     ,São Pedro da Aldeia                     ,2159190.958       ,21612.23          
3305307,3,33,Sudeste     ,Rio de Janeiro     ,São Sebastião do Alto                   ,181137.818        ,19918.39          
3305406,3,33,Sudeste     ,Rio de Janeiro     ,Sapucaia                                ,710789.765        ,40010.68          
3305505,3,33,Sudeste     ,Rio de Janeiro     ,Saquarema                               ,2093438.093       ,24578.08          
3305554,3,33,Sudeste     ,Rio de Janeiro     ,Seropédica                              ,4212583.347       ,49902.66          
3305604,3,33,Sudeste     ,Rio de Janeiro     ,Silva Jardim                            ,448747.605        ,21114.55          
3305703,3,33,Sudeste     ,Rio de Janeiro     ,Sumidouro                               ,361782.161        ,23815.56          
3305752,3,33,Sudeste     ,Rio de Janeiro     ,Tanguá                                  ,515331.617        ,15630.32          
3305802,3,33,Sudeste     ,Rio de Janeiro     ,Teresópolis                             ,5090373.627       ,28912.72          
3305901,3,33,Sudeste     ,Rio de Janeiro     ,Trajano de Moraes                       ,180213.777        ,17408.60          
3306008,3,33,Sudeste     ,Rio de Janeiro     ,Três Rios                               ,3716628.918       ,46807.75          
3306107,3,33,Sudeste     ,Rio de Janeiro     ,Valença                                 ,2200071.806       ,29635.79          
3306156,3,33,Sudeste     ,Rio de Janeiro     ,Varre-Sai                               ,183085.363        ,17277.09          
3306206,3,33,Sudeste     ,Rio de Janeiro     ,Vassouras                               ,918385.619        ,25676.18          
3306305,3,33,Sudeste     ,Rio de Janeiro     ,Volta Redonda                           ,11311117.791      ,42651.11          
3300100,3,33,Sudeste     ,Rio de Janeiro     ,Angra dos Reis                          ,8942167.711       ,44620.04          
3300159,3,33,Sudeste     ,Rio de Janeiro     ,Aperibé                                 ,181569.435        ,15636.36          
3300209,3,33,Sudeste     ,Rio de Janeiro     ,Araruama                                ,2676428.181       ,20518.62          
3300225,3,33,Sudeste     ,Rio de Janeiro     ,Areal                                   ,315391.678        ,25290.01          
3300233,3,33,Sudeste     ,Rio de Janeiro     ,Armação dos Búzios                      ,2361778.642       ,71052.31          
3300258,3,33,Sudeste     ,Rio de Janeiro     ,Arraial do Cabo                         ,1291857.297       ,42924.55          
3300308,3,33,Sudeste     ,Rio de Janeiro     ,Barra do Piraí                          ,2061848.195       ,20624.88          
3300407,3,33,Sudeste     ,Rio de Janeiro     ,Barra Mansa                             ,5565508.177       ,30251.27          
3300456,3,33,Sudeste     ,Rio de Janeiro     ,Belford Roxo                            ,7956747.727       ,15643.98          
3300506,3,33,Sudeste     ,Rio de Janeiro     ,Bom Jardim                              ,676540.982        ,24809.89          
3300605,3,33,Sudeste     ,Rio de Janeiro     ,Bom Jesus do Itabapoana                 ,761617.530        ,20592.61          
3300704,3,33,Sudeste     ,Rio de Janeiro     ,Cabo Frio                               ,10972209.354      ,49307.10          
3300803,3,33,Sudeste     ,Rio de Janeiro     ,Cachoeiras de Macacu                    ,1033178.845       ,17643.08          
3300902,3,33,Sudeste     ,Rio de Janeiro     ,Cambuci                                 ,336837.112        ,21737.04          
3300936,3,33,Sudeste     ,Rio de Janeiro     ,Carapebus                               ,521794.259        ,32532.84          
3300951,3,33,Sudeste     ,Rio de Janeiro     ,Comendador Levy Gasparian               ,390891.812        ,45750.45          
3301009,3,33,Sudeste     ,Rio de Janeiro     ,Campos dos Goytacazes                   ,32338282.839      ,64236.67          
3301108,3,33,Sudeste     ,Rio de Janeiro     ,Cantagalo                               ,765207.708        ,37924.75          
3301157,3,33,Sudeste     ,Rio de Janeiro     ,Cardoso Moreira                         ,279270.693        ,21773.79          
3301207,3,33,Sudeste     ,Rio de Janeiro     ,Carmo                                   ,456037.682        ,24315.53          
3301306,3,33,Sudeste     ,Rio de Janeiro     ,Casimiro de Abreu                       ,2187857.485       ,50533.72          
3301405,3,33,Sudeste     ,Rio de Janeiro     ,Conceição de Macabu                     ,355204.280        ,15400.81          
3301504,3,33,Sudeste     ,Rio de Janeiro     ,Cordeiro                                ,508059.728        ,23299.08          
3301603,3,33,Sudeste     ,Rio de Janeiro     ,Duas Barras                             ,210016.996        ,18335.69          
3301702,3,33,Sudeste     ,Rio de Janeiro     ,Duque de Caxias                         ,41581756.769      ,45475.21          
3301801,3,33,Sudeste     ,Rio de Janeiro     ,Engenheiro Paulo de Frontin             ,264305.131        ,18975.17          
3301850,3,33,Sudeste     ,Rio de Janeiro     ,Guapimirim                              ,983893.492        ,16504.68          
3301876,3,33,Sudeste     ,Rio de Janeiro     ,Iguaba Grande                           ,489370.242        ,17627.34          
3301900,3,33,Sudeste     ,Rio de Janeiro     ,Itaboraí                                ,4486978.785       ,18797.96          
3302007,3,33,Sudeste     ,Rio de Janeiro     ,Itaguaí                                 ,8061178.754       ,64021.81          
3302056,3,33,Sudeste     ,Rio de Janeiro     ,Italva                                  ,306435.651        ,20276.30          
3302106,3,33,Sudeste     ,Rio de Janeiro     ,Itaocara                                ,542764.545        ,23347.72          
3302205,3,33,Sudeste     ,Rio de Janeiro     ,Itaperuna                               ,2793921.812       ,27224.31          
3302254,3,33,Sudeste     ,Rio de Janeiro     ,Itatiaia                                ,4981040.334       ,157942.74         
3302270,3,33,Sudeste     ,Rio de Janeiro     ,Japeri                                  ,1445447.637       ,13903.88          
3302304,3,33,Sudeste     ,Rio de Janeiro     ,Laje do Muriaé                          ,137863.874        ,18665.57          
3302403,3,33,Sudeste     ,Rio de Janeiro     ,Macaé                                   ,15435161.554      ,61340.46          
3302452,3,33,Sudeste     ,Rio de Janeiro     ,Macuco                                  ,153568.067        ,27550.78          
3302502,3,33,Sudeste     ,Rio de Janeiro     ,Magé                                    ,3902084.867       ,16014.66          
3302601,3,33,Sudeste     ,Rio de Janeiro     ,Mangaratiba                             ,3596423.046       ,82318.73          
3302700,3,33,Sudeste     ,Rio de Janeiro     ,Maricá                                  ,26982734.145      ,171005.17         
3302809,3,33,Sudeste     ,Rio de Janeiro     ,Mendes                                  ,324099.692        ,17445.35          
3302858,3,33,Sudeste     ,Rio de Janeiro     ,Mesquita                                ,2261961.388       ,12879.86          
3302908,3,33,Sudeste     ,Rio de Janeiro     ,Miguel Pereira                          ,589781.818        ,23135.05          
3303005,3,33,Sudeste     ,Rio de Janeiro     ,Miracema                                ,529860.449        ,19483.75          
3303104,3,33,Sudeste     ,Rio de Janeiro     ,Natividade                              ,280723.398        ,18319.20          
3303203,3,33,Sudeste     ,Rio de Janeiro     ,Nilópolis                               ,2803407.793       ,17276.30          
3303302,3,33,Sudeste     ,Rio de Janeiro     ,Niterói                                 ,40376960.847      ,78894.23          
3303401,3,33,Sudeste     ,Rio de Janeiro     ,Nova Friburgo                           ,5243797.804       ,27586.74          
3303500,3,33,Sudeste     ,Rio de Janeiro     ,Nova Iguaçu                             ,16869468.561      ,20600.79          
3303609,3,33,Sudeste     ,Rio de Janeiro     ,Paracambi                               ,976701.468        ,18849.78          
3303708,3,33,Sudeste     ,Rio de Janeiro     ,Paraíba do Sul                          ,996588.224        ,22626.59          
3303807,3,33,Sudeste     ,Rio de Janeiro     ,Paraty                                  ,2619606.550       ,61449.84          
3303856,3,33,Sudeste     ,Rio de Janeiro     ,Paty do Alferes                         ,545970.919        ,19725.81          
3303906,3,33,Sudeste     ,Rio de Janeiro     ,Petrópolis                              ,12761258.606      ,41746.16          
3303955,3,33,Sudeste     ,Rio de Janeiro     ,Pinheiral                               ,526632.922        ,21115.15          
3304003,3,33,Sudeste     ,Rio de Janeiro     ,Piraí                                   ,1886911.581       ,65068.16          
3304102,3,33,Sudeste     ,Rio de Janeiro     ,Porciúncula                             ,350146.924        ,18694.44          
3304110,3,33,Sudeste     ,Rio de Janeiro     ,Porto Real                              ,2894247.421       ,149334.27         
3304128,3,33,Sudeste     ,Rio de Janeiro     ,Quatis                                  ,265051.054        ,18711.69          
3304144,3,33,Sudeste     ,Rio de Janeiro     ,Queimados                               ,3627917.045       ,24305.21          
