cod_municipio,cod_grande_reg,cod_unidade_fed,nome_grande_reg,nome_unidade_fed,nome_municipio,pib,pib_per_capita
3304151,3,33,Sudeste     ,Rio de Janeiro     ,Quissamã                                ,2471196.191       ,101921.81         
3304201,3,33,Sudeste     ,Rio de Janeiro     ,Resende                                 ,8471496.220       ,64998.36          
3304300,3,33,Sudeste     ,Rio de Janeiro     ,Rio Bonito                              ,1663589.190       ,27812.71          
3304409,3,33,Sudeste     ,Rio de Janeiro     ,Rio Claro                               ,401561.993        ,21763.70          
3304508,3,33,Sudeste     ,Rio de Janeiro     ,Rio das Flores                          ,205350.752        ,22267.49          
3304524,3,33,Sudeste     ,Rio de Janeiro     ,Rio das Ostras                          ,8591343.945       ,58849.26          
3304557,3,33,Sudeste     ,Rio de Janeiro     ,Rio de Janeiro                          ,363403233.285     ,54329.08          
3304607,3,33,Sudeste     ,Rio de Janeiro     ,Santa Maria Madalena                    ,181395.229        ,17413.38          
3304706,3,33,Sudeste     ,Rio de Janeiro     ,Santo Antônio de Pádua                  ,1112973.300       ,26274.78          
3304755,3,33,Sudeste     ,Rio de Janeiro     ,São Francisco de Itabapoana             ,1023335.472       ,24249.08          
3304805,3,33,Sudeste     ,Rio de Janeiro     ,São Fidélis                             ,695120.541        ,17996.18          
3304904,3,33,Sudeste     ,Rio de Janeiro     ,São Gonçalo                             ,18554620.914      ,17217.08          
3305000,3,33,Sudeste     ,Rio de Janeiro     ,São João da Barra                       ,7204709.017       ,199366.57         
3305109,3,33,Sudeste     ,Rio de Janeiro     ,São João de Meriti                      ,9319207.964       ,19748.77          
3305133,3,33,Sudeste     ,Rio de Janeiro     ,São José de Ubá                         ,204869.223        ,28717.30          
3305158,3,33,Sudeste     ,Rio de Janeiro     ,São José do Vale do Rio Preto           ,532224.315        ,24560.42          
3305208,3,33,Sudeste     ,Rio de Janeiro     ,São Pedro da Aldeia                     ,2289650.432       ,22262.90          
3305307,3,33,Sudeste     ,Rio de Janeiro     ,São Sebastião do Alto                   ,203376.190        ,21807.44          
3305406,3,33,Sudeste     ,Rio de Janeiro     ,Sapucaia                                ,746393.509        ,40999.37          
3305505,3,33,Sudeste     ,Rio de Janeiro     ,Saquarema                               ,3104960.313       ,35402.72          
3305554,3,33,Sudeste     ,Rio de Janeiro     ,Seropédica                              ,4486968.834       ,51727.16          
3305604,3,33,Sudeste     ,Rio de Janeiro     ,Silva Jardim                            ,465722.753        ,21389.92          
3305703,3,33,Sudeste     ,Rio de Janeiro     ,Sumidouro                               ,448028.828        ,28762.20          
3305752,3,33,Sudeste     ,Rio de Janeiro     ,Tanguá                                  ,550442.153        ,16251.61          
3305802,3,33,Sudeste     ,Rio de Janeiro     ,Teresópolis                             ,5165476.229       ,28556.53          
3305901,3,33,Sudeste     ,Rio de Janeiro     ,Trajano de Moraes                       ,195808.103        ,18453.31          
3306008,3,33,Sudeste     ,Rio de Janeiro     ,Três Rios                               ,3988535.427       ,48967.32          
3306107,3,33,Sudeste     ,Rio de Janeiro     ,Valença                                 ,2576172.289       ,33824.46          
3306156,3,33,Sudeste     ,Rio de Janeiro     ,Varre-Sai                               ,187062.626        ,17177.47          
3306206,3,33,Sudeste     ,Rio de Janeiro     ,Vassouras                               ,983904.859        ,26807.94          
3306305,3,33,Sudeste     ,Rio de Janeiro     ,Volta Redonda                           ,13407989.252      ,49294.44          
3300100,3,33,Sudeste     ,Rio de Janeiro     ,Angra dos Reis                          ,9828659.745       ,48230.54          
3300159,3,33,Sudeste     ,Rio de Janeiro     ,Aperibé                                 ,208718.343        ,17749.67          
3300209,3,33,Sudeste     ,Rio de Janeiro     ,Araruama                                ,3686098.082       ,27840.62          
3300225,3,33,Sudeste     ,Rio de Janeiro     ,Areal                                   ,354392.279        ,28189.01          
3300233,3,33,Sudeste     ,Rio de Janeiro     ,Armação dos Búzios                      ,2628092.880       ,77593.53          
3300258,3,33,Sudeste     ,Rio de Janeiro     ,Arraial do Cabo                         ,2557038.622       ,84254.46          
3300308,3,33,Sudeste     ,Rio de Janeiro     ,Barra do Piraí                          ,2115454.549       ,21075.72          
3300407,3,33,Sudeste     ,Rio de Janeiro     ,Barra Mansa                             ,5486252.346       ,29749.97          
3300456,3,33,Sudeste     ,Rio de Janeiro     ,Belford Roxo                            ,8061960.340       ,15779.73          
3300506,3,33,Sudeste     ,Rio de Janeiro     ,Bom Jardim                              ,697899.377        ,25428.09          
3300605,3,33,Sudeste     ,Rio de Janeiro     ,Bom Jesus do Itabapoana                 ,729616.760        ,19668.34          
3300704,3,33,Sudeste     ,Rio de Janeiro     ,Cabo Frio                               ,11521218.184      ,50860.69          
3300803,3,33,Sudeste     ,Rio de Janeiro     ,Cachoeiras de Macacu                    ,1108135.418       ,18802.03          
3300902,3,33,Sudeste     ,Rio de Janeiro     ,Cambuci                                 ,353666.895        ,22809.86          
3300936,3,33,Sudeste     ,Rio de Janeiro     ,Carapebus                               ,453285.329        ,27807.21          
3300951,3,33,Sudeste     ,Rio de Janeiro     ,Comendador Levy Gasparian               ,424146.015        ,49543.98          
3301009,3,33,Sudeste     ,Rio de Janeiro     ,Campos dos Goytacazes                   ,29136988.284      ,57407.36          
3301108,3,33,Sudeste     ,Rio de Janeiro     ,Cantagalo                               ,730607.284        ,36218.88          
3301157,3,33,Sudeste     ,Rio de Janeiro     ,Cardoso Moreira                         ,294026.608        ,22929.63          
3301207,3,33,Sudeste     ,Rio de Janeiro     ,Carmo                                   ,470439.088        ,24897.54          
3301306,3,33,Sudeste     ,Rio de Janeiro     ,Casimiro de Abreu                       ,2062389.463       ,46677.29          
3301405,3,33,Sudeste     ,Rio de Janeiro     ,Conceição de Macabu                     ,376627.031        ,16214.35          
3301504,3,33,Sudeste     ,Rio de Janeiro     ,Cordeiro                                ,398690.510        ,18183.46          
3301603,3,33,Sudeste     ,Rio de Janeiro     ,Duas Barras                             ,214615.599        ,18675.22          
3301702,3,33,Sudeste     ,Rio de Janeiro     ,Duque de Caxias                         ,45373762.379      ,49340.97          
3301801,3,33,Sudeste     ,Rio de Janeiro     ,Engenheiro Paulo de Frontin             ,251671.180        ,17973.95          
3301850,3,33,Sudeste     ,Rio de Janeiro     ,Guapimirim                              ,1061590.542       ,17542.02          
3301876,3,33,Sudeste     ,Rio de Janeiro     ,Iguaba Grande                           ,537136.091        ,18973.37          
3301900,3,33,Sudeste     ,Rio de Janeiro     ,Itaboraí                                ,4933377.154       ,20505.16          
3302007,3,33,Sudeste     ,Rio de Janeiro     ,Itaguaí                                 ,7950438.328       ,59769.19          
3302056,3,33,Sudeste     ,Rio de Janeiro     ,Italva                                  ,331482.201        ,21798.00          
3302106,3,33,Sudeste     ,Rio de Janeiro     ,Itaocara                                ,552490.833        ,23779.41          
3302205,3,33,Sudeste     ,Rio de Janeiro     ,Itaperuna                               ,3103971.784       ,30070.25          
3302254,3,33,Sudeste     ,Rio de Janeiro     ,Itatiaia                                ,4474510.665       ,140685.76         
3302270,3,33,Sudeste     ,Rio de Janeiro     ,Japeri                                  ,1437700.320       ,13722.70          
3302304,3,33,Sudeste     ,Rio de Janeiro     ,Laje do Muriaé                          ,151482.754        ,20595.89          
3302403,3,33,Sudeste     ,Rio de Janeiro     ,Macaé                                   ,15102698.977      ,58840.46          
3302452,3,33,Sudeste     ,Rio de Janeiro     ,Macuco                                  ,169810.037        ,30328.64          
3302502,3,33,Sudeste     ,Rio de Janeiro     ,Magé                                    ,4256200.817       ,17367.22          
3302601,3,33,Sudeste     ,Rio de Janeiro     ,Mangaratiba                             ,2473487.677       ,55623.99          
3302700,3,33,Sudeste     ,Rio de Janeiro     ,Maricá                                  ,37524886.359      ,232774.55         
3302809,3,33,Sudeste     ,Rio de Janeiro     ,Mendes                                  ,350313.562        ,18819.90          
3302858,3,33,Sudeste     ,Rio de Janeiro     ,Mesquita                                ,2319746.850       ,13172.67          
3302908,3,33,Sudeste     ,Rio de Janeiro     ,Miguel Pereira                          ,614767.494        ,24072.66          
3303005,3,33,Sudeste     ,Rio de Janeiro     ,Miracema                                ,570589.974        ,20997.64          
3303104,3,33,Sudeste     ,Rio de Janeiro     ,Natividade                              ,297784.616        ,19441.45          
3303203,3,33,Sudeste     ,Rio de Janeiro     ,Nilópolis                               ,2911666.654       ,17919.60          
3303302,3,33,Sudeste     ,Rio de Janeiro     ,Niterói                                 ,46549868.947      ,90637.30          
3303401,3,33,Sudeste     ,Rio de Janeiro     ,Nova Friburgo                           ,5359696.839       ,28115.56          
3303500,3,33,Sudeste     ,Rio de Janeiro     ,Nova Iguaçu                             ,17423436.213      ,21218.90          
3303609,3,33,Sudeste     ,Rio de Janeiro     ,Paracambi                               ,986925.045        ,18885.99          
3303708,3,33,Sudeste     ,Rio de Janeiro     ,Paraíba do Sul                          ,1005738.731       ,22710.60          
3303807,3,33,Sudeste     ,Rio de Janeiro     ,Paraty                                  ,2760233.629       ,63946.11          
3303856,3,33,Sudeste     ,Rio de Janeiro     ,Paty do Alferes                         ,557462.495        ,20074.99          
3303906,3,33,Sudeste     ,Rio de Janeiro     ,Petrópolis                              ,13662993.191      ,44622.45          
3303955,3,33,Sudeste     ,Rio de Janeiro     ,Pinheiral                               ,716239.572        ,28471.92          
3304003,3,33,Sudeste     ,Rio de Janeiro     ,Piraí                                   ,2231564.915       ,76222.46          
3304102,3,33,Sudeste     ,Rio de Janeiro     ,Porciúncula                             ,348627.435        ,18497.77          
3304110,3,33,Sudeste     ,Rio de Janeiro     ,Porto Real                              ,2424736.215       ,123189.36         
3304128,3,33,Sudeste     ,Rio de Janeiro     ,Quatis                                  ,277990.523        ,19437.18          
3304144,3,33,Sudeste     ,Rio de Janeiro     ,Queimados                               ,3877124.788       ,25792.65          
3304151,3,33,Sudeste     ,Rio de Janeiro     ,Quissamã                                ,3822544.650       ,154758.89         
3304201,3,33,Sudeste     ,Rio de Janeiro     ,Resende                                 ,8565370.475       ,65214.75          
3304300,3,33,Sudeste     ,Rio de Janeiro     ,Rio Bonito                              ,1555794.291       ,25843.33          
3304409,3,33,Sudeste     ,Rio de Janeiro     ,Rio Claro                               ,390419.782        ,21070.74          
3304508,3,33,Sudeste     ,Rio de Janeiro     ,Rio das Flores                          ,218301.064        ,23513.69          
3304524,3,33,Sudeste     ,Rio de Janeiro     ,Rio das Ostras                          ,7745325.126       ,51404.52          
3304557,3,33,Sudeste     ,Rio de Janeiro     ,Rio de Janeiro                          ,354932610.767     ,52825.98          
3304607,3,33,Sudeste     ,Rio de Janeiro     ,Santa Maria Madalena                    ,189001.852        ,18166.27          
3304706,3,33,Sudeste     ,Rio de Janeiro     ,Santo Antônio de Pádua                  ,1158143.226       ,27263.90          
3304755,3,33,Sudeste     ,Rio de Janeiro     ,São Francisco de Itabapoana             ,1013580.959       ,24015.66          
3304805,3,33,Sudeste     ,Rio de Janeiro     ,São Fidélis                             ,751081.136        ,19423.34          
3304904,3,33,Sudeste     ,Rio de Janeiro     ,São Gonçalo                             ,18368096.889      ,16931.63          
3305000,3,33,Sudeste     ,Rio de Janeiro     ,São João da Barra                       ,7968880.438       ,220732.38         
3305109,3,33,Sudeste     ,Rio de Janeiro     ,São João de Meriti                      ,9746518.856       ,20631.66          
3305133,3,33,Sudeste     ,Rio de Janeiro     ,São José de Ubá                         ,179374.120        ,25013.82          
3305158,3,33,Sudeste     ,Rio de Janeiro     ,São José do Vale do Rio Preto           ,544438.314        ,24979.96          
3305208,3,33,Sudeste     ,Rio de Janeiro     ,São Pedro da Aldeia                     ,2437961.670       ,23335.14          
3305307,3,33,Sudeste     ,Rio de Janeiro     ,São Sebastião do Alto                   ,203161.322        ,21712.23          
3305406,3,33,Sudeste     ,Rio de Janeiro     ,Sapucaia                                ,753960.402        ,41362.76          
3305505,3,33,Sudeste     ,Rio de Janeiro     ,Saquarema                               ,10711480.831      ,120124.27         
3305554,3,33,Sudeste     ,Rio de Janeiro     ,Seropédica                              ,4159295.554       ,50530.85          
3305604,3,33,Sudeste     ,Rio de Janeiro     ,Silva Jardim                            ,494821.275        ,22725.33          
3305703,3,33,Sudeste     ,Rio de Janeiro     ,Sumidouro                               ,440264.804        ,28180.55          
3305752,3,33,Sudeste     ,Rio de Janeiro     ,Tanguá                                  ,579269.983        ,16883.91          
3305802,3,33,Sudeste     ,Rio de Janeiro     ,Teresópolis                             ,5229225.969       ,28638.54          
3305901,3,33,Sudeste     ,Rio de Janeiro     ,Trajano de Moraes                       ,206651.061        ,19447.68          
3306008,3,33,Sudeste     ,Rio de Janeiro     ,Três Rios                               ,4365978.600       ,53371.21          
3306107,3,33,Sudeste     ,Rio de Janeiro     ,Valença                                 ,2051661.640       ,26811.05          
3306156,3,33,Sudeste     ,Rio de Janeiro     ,Varre-Sai                               ,203015.621        ,18455.97          
3306206,3,33,Sudeste     ,Rio de Janeiro     ,Vassouras                               ,1090968.998       ,29568.76          
3306305,3,33,Sudeste     ,Rio de Janeiro     ,Volta Redonda                           ,11017492.592      ,40355.34          
3300100,3,33,Sudeste     ,Rio de Janeiro     ,Angra dos Reis                          ,10728194.450      ,51816.01          
3300159,3,33,Sudeste     ,Rio de Janeiro     ,Aperibé                                 ,223201.673        ,18754.87          
3300209,3,33,Sudeste     ,Rio de Janeiro     ,Araruama                                ,3528684.296       ,26276.01          
3300225,3,33,Sudeste     ,Rio de Janeiro     ,Areal                                   ,389602.834        ,30752.45          
3300233,3,33,Sudeste     ,Rio de Janeiro     ,Armação dos Búzios                      ,2084042.336       ,60447.32          
3300258,3,33,Sudeste     ,Rio de Janeiro     ,Arraial do Cabo                         ,1832830.773       ,59910.14          
3300308,3,33,Sudeste     ,Rio de Janeiro     ,Barra do Piraí                          ,2468776.097       ,24500.58          
3300407,3,33,Sudeste     ,Rio de Janeiro     ,Barra Mansa                             ,5904171.445       ,31943.28          
3300456,3,33,Sudeste     ,Rio de Janeiro     ,Belford Roxo                            ,8763589.499       ,17079.09          
3300506,3,33,Sudeste     ,Rio de Janeiro     ,Bom Jardim                              ,867101.918        ,31398.53          
3300605,3,33,Sudeste     ,Rio de Janeiro     ,Bom Jesus do Itabapoana                 ,869560.638        ,23373.40          
3300704,3,33,Sudeste     ,Rio de Janeiro     ,Cabo Frio                               ,9337319.704       ,40530.43          
3300803,3,33,Sudeste     ,Rio de Janeiro     ,Cachoeiras de Macacu                    ,1215378.123       ,20494.38          
3300902,3,33,Sudeste     ,Rio de Janeiro     ,Cambuci                                 ,405063.660        ,26109.56          
3300936,3,33,Sudeste     ,Rio de Janeiro     ,Carapebus                               ,439224.195        ,26481.62          
3300951,3,33,Sudeste     ,Rio de Janeiro     ,Comendador Levy Gasparian               ,487366.951        ,56829.17          
3301009,3,33,Sudeste     ,Rio de Janeiro     ,Campos dos Goytacazes                   ,23841836.920      ,46641.88          
3301108,3,33,Sudeste     ,Rio de Janeiro     ,Cantagalo                               ,758090.396        ,37588.77          
3301157,3,33,Sudeste     ,Rio de Janeiro     ,Cardoso Moreira                         ,353564.760        ,27577.00          
3301207,3,33,Sudeste     ,Rio de Janeiro     ,Carmo                                   ,581507.510        ,30557.41          
3301306,3,33,Sudeste     ,Rio de Janeiro     ,Casimiro de Abreu                       ,1582461.428       ,35133.80          
3301405,3,33,Sudeste     ,Rio de Janeiro     ,Conceição de Macabu                     ,420653.596        ,17978.19          
3301504,3,33,Sudeste     ,Rio de Janeiro     ,Cordeiro                                ,414414.173        ,18801.97          
3301603,3,33,Sudeste     ,Rio de Janeiro     ,Duas Barras                             ,239118.801        ,20742.44          
3301702,3,33,Sudeste     ,Rio de Janeiro     ,Duque de Caxias                         ,47153673.080      ,50997.67          
3301801,3,33,Sudeste     ,Rio de Janeiro     ,Engenheiro Paulo de Frontin             ,272664.302        ,19377.75          
3301850,3,33,Sudeste     ,Rio de Janeiro     ,Guapimirim                              ,1175109.986       ,19142.34          
3301876,3,33,Sudeste     ,Rio de Janeiro     ,Iguaba Grande                           ,565931.261        ,19625.18          
3301900,3,33,Sudeste     ,Rio de Janeiro     ,Itaboraí                                ,5417933.739       ,22338.03          
3302007,3,33,Sudeste     ,Rio de Janeiro     ,Itaguaí                                 ,8836528.049       ,65543.64          
3302056,3,33,Sudeste     ,Rio de Janeiro     ,Italva                                  ,390518.886        ,25525.78          
3302106,3,33,Sudeste     ,Rio de Janeiro     ,Itaocara                                ,632251.082        ,27226.38          
3302205,3,33,Sudeste     ,Rio de Janeiro     ,Itaperuna                               ,3317024.198       ,31955.92          
3302254,3,33,Sudeste     ,Rio de Janeiro     ,Itatiaia                                ,4588797.357       ,143113.69         
3302270,3,33,Sudeste     ,Rio de Janeiro     ,Japeri                                  ,1459397.747       ,13826.86          
3302304,3,33,Sudeste     ,Rio de Janeiro     ,Laje do Muriaé                          ,166507.362        ,22728.28          
3302403,3,33,Sudeste     ,Rio de Janeiro     ,Macaé                                   ,15328853.230      ,58618.72          
3302452,3,33,Sudeste     ,Rio de Janeiro     ,Macuco                                  ,198810.893        ,35356.73          
3302502,3,33,Sudeste     ,Rio de Janeiro     ,Magé                                    ,4442670.599       ,18027.90          
3302601,3,33,Sudeste     ,Rio de Janeiro     ,Mangaratiba                             ,2650144.861       ,58605.59          
3302700,3,33,Sudeste     ,Rio de Janeiro     ,Maricá                                  ,35618326.724      ,216519.52         
3302809,3,33,Sudeste     ,Rio de Janeiro     ,Mendes                                  ,366228.261        ,19639.01          
3302858,3,33,Sudeste     ,Rio de Janeiro     ,Mesquita                                ,2530787.569       ,14333.14          
3302908,3,33,Sudeste     ,Rio de Janeiro     ,Miguel Pereira                          ,595789.398        ,23290.31          
3303005,3,33,Sudeste     ,Rio de Janeiro     ,Miracema                                ,635712.046        ,23411.36          
3303104,3,33,Sudeste     ,Rio de Janeiro     ,Natividade                              ,322465.151        ,21061.01          
3303203,3,33,Sudeste     ,Rio de Janeiro     ,Nilópolis                               ,2984860.873       ,18346.58          
3303302,3,33,Sudeste     ,Rio de Janeiro     ,Niterói                                 ,40949495.052      ,79464.67          
3303401,3,33,Sudeste     ,Rio de Janeiro     ,Nova Friburgo                           ,5681581.074       ,29721.91          
3303500,3,33,Sudeste     ,Rio de Janeiro     ,Nova Iguaçu                             ,17202970.350      ,20895.09          
3303609,3,33,Sudeste     ,Rio de Janeiro     ,Paracambi                               ,1001698.752       ,19013.70          
3303708,3,33,Sudeste     ,Rio de Janeiro     ,Paraíba do Sul                          ,1299253.246       ,29184.90          
3303807,3,33,Sudeste     ,Rio de Janeiro     ,Paraty                                  ,1732244.531       ,39657.61          
3303856,3,33,Sudeste     ,Rio de Janeiro     ,Paty do Alferes                         ,639924.804        ,22970.95          
3303906,3,33,Sudeste     ,Rio de Janeiro     ,Petrópolis                              ,15390936.234      ,50185.98          
3303955,3,33,Sudeste     ,Rio de Janeiro     ,Pinheiral                               ,777227.862        ,30642.95          
3304003,3,33,Sudeste     ,Rio de Janeiro     ,Piraí                                   ,2612985.427       ,88440.87          
3304102,3,33,Sudeste     ,Rio de Janeiro     ,Porciúncula                             ,415342.446        ,21906.25          
3304110,3,33,Sudeste     ,Rio de Janeiro     ,Porto Real                              ,2433184.728       ,121817.60         
3304128,3,33,Sudeste     ,Rio de Janeiro     ,Quatis                                  ,308910.418        ,21400.10          
3304144,3,33,Sudeste     ,Rio de Janeiro     ,Queimados                               ,3850873.661       ,25446.02          
3304151,3,33,Sudeste     ,Rio de Janeiro     ,Quissamã                                ,3047888.231       ,121304.16         
3304201,3,33,Sudeste     ,Rio de Janeiro     ,Resende                                 ,8120384.094       ,61373.00          
3304300,3,33,Sudeste     ,Rio de Janeiro     ,Rio Bonito                              ,1729891.159       ,28558.78          
3304409,3,33,Sudeste     ,Rio de Janeiro     ,Rio Claro                               ,469772.127        ,25249.78          
3304508,3,33,Sudeste     ,Rio de Janeiro     ,Rio das Flores                          ,275803.569        ,29516.65          
3304524,3,33,Sudeste     ,Rio de Janeiro     ,Rio das Ostras                          ,6341894.358       ,40864.56          
3304557,3,33,Sudeste     ,Rio de Janeiro     ,Rio de Janeiro                          ,331279902.027     ,49094.40          
3304607,3,33,Sudeste     ,Rio de Janeiro     ,Santa Maria Madalena                    ,212323.206        ,20431.41          
3304706,3,33,Sudeste     ,Rio de Janeiro     ,Santo Antônio de Pádua                  ,1176972.579       ,27632.36          
3304755,3,33,Sudeste     ,Rio de Janeiro     ,São Francisco de Itabapoana             ,1245839.782       ,29515.28          
3304805,3,33,Sudeste     ,Rio de Janeiro     ,São Fidélis                             ,802787.352        ,20738.50          
3304904,3,33,Sudeste     ,Rio de Janeiro     ,São Gonçalo                             ,19002883.194      ,17406.10          
3305000,3,33,Sudeste     ,Rio de Janeiro     ,São João da Barra                       ,6462867.623       ,177439.19         
3305109,3,33,Sudeste     ,Rio de Janeiro     ,São João de Meriti                      ,9100465.774       ,19243.71          
3305133,3,33,Sudeste     ,Rio de Janeiro     ,São José de Ubá                         ,168874.435        ,23435.25          
3305158,3,33,Sudeste     ,Rio de Janeiro     ,São José do Vale do Rio Preto           ,707232.808        ,32270.16          
3305208,3,33,Sudeste     ,Rio de Janeiro     ,São Pedro da Aldeia                     ,2591358.479       ,24435.48          
3305307,3,33,Sudeste     ,Rio de Janeiro     ,São Sebastião do Alto                   ,230749.967        ,24581.86          
3305406,3,33,Sudeste     ,Rio de Janeiro     ,Sapucaia                                ,835833.364        ,45801.60          
3305505,3,33,Sudeste     ,Rio de Janeiro     ,Saquarema                               ,15156885.514      ,167325.94         
3305554,3,33,Sudeste     ,Rio de Janeiro     ,Seropédica                              ,4631957.108       ,55744.92          
3305604,3,33,Sudeste     ,Rio de Janeiro     ,Silva Jardim                            ,559967.400        ,25717.25          
3305703,3,33,Sudeste     ,Rio de Janeiro     ,Sumidouro                               ,611189.904        ,39011.29          
3305752,3,33,Sudeste     ,Rio de Janeiro     ,Tanguá                                  ,620898.748        ,17939.87          
3305802,3,33,Sudeste     ,Rio de Janeiro     ,Teresópolis                             ,5766904.693       ,31301.05          
3305901,3,33,Sudeste     ,Rio de Janeiro     ,Trajano de Moraes                       ,230750.794        ,21687.10          
3306008,3,33,Sudeste     ,Rio de Janeiro     ,Três Rios                               ,5347737.551       ,65103.57          
3306107,3,33,Sudeste     ,Rio de Janeiro     ,Valença                                 ,2249764.739       ,29267.52          
3306156,3,33,Sudeste     ,Rio de Janeiro     ,Varre-Sai                               ,247750.143        ,22307.77          
3306206,3,33,Sudeste     ,Rio de Janeiro     ,Vassouras                               ,1282391.607       ,34581.66          
3306305,3,33,Sudeste     ,Rio de Janeiro     ,Volta Redonda                           ,11630416.892      ,42448.64          
